2
433 6546
705 374 334
957 988 919
250 1485 2484
983 460 6411
986 1005 3659
1107 999 8918
718 648 3878
540 432 2344
1370 1007 442
163 1375 7970
1541 886 6832
1088 556 9346
1144 932 415
40 1554 4758
747 255 2350
1246 48 6123
212 1054 5815
1297 907 3414
401 358 4811
711 450 8858
206 1449 5964
126 357 5686
237 225 1183
950 1359 2366
289 1287 7520
1273 172 7765
479 1041 2264
761 1542 2904
1055 277 5870
135 782 6774
820 1350 9877
314 1538 5514
1118 1139 955
320 189 5034
1512 671 7811
1315 662 9295
242 1269 1108
400 77 4423
929 1055 7937
779 896 2090
1261 1135 7555
1187 522 2108
660 594 4150
1258 78 4094
1369 716 3051
1014 1120 3370
1416 714 1173
181 367 8627
709 795 5496
37 1262 238
796 781 4415
383 541 3990
820 211 4649
88 444 277
262 1278 9591
1014 980 7408
1174 233 547
449 1368 1271
62 817 8837
1579 1249 2761
1214 878 6168
622 1326 8936
90 1540 2929
605 1456 5453
1019 1549 5191
1221 991 2655
541 370 7141
303 1262 3402
260 1218 4918
1169 670 569
576 1087 7851
1260 492 5263
966 894 320
90 332 4468
599 477 856
264 755 6183
1392 1134 3817
959 1041 1284
1546 792 7210
1103 994 3441
1497 374 215
245 1218 8298
1035 774 5329
754 397 8658
346 949 8563
565 1455 4633
871 963 627
817 370 9796
379 488 706
911 782 4897
720 1510 8777
1512 988 1218
25 975 8450
325 463 6105
635 1397 5989
1217 182 6938
680 939 664
219 618 5251
1178 1412 3155
1298 1260 9295
1542 1555 4239
74 1049 5836
1001 636 2052
675 1351 3208
481 214 3770
1306 194 4594
1060 703 4566
71 305 4798
677 240 9279
1383 367 1568
525 796 5107
1261 1418 6460
1471 577 3926
628 334 9185
800 762 893
1554 801 7614
1093 411 6682
1291 641 2373
1601 1095 834
889 344 9123
1318 20 2135
1083 530 5000
596 847 2583
468 638 6036
180 457 1464
354 322 1207
488 937 5850
1006 1425 8762
1524 560 1543
890 484 997
200 817 2770
1036 678 7452
462 1341 878
787 1221 1452
1081 653 2380
511 812 7431
473 1195 3903
1544 442 6361
828 160 3249
1383 602 6551
311 925 4185
1258 1089 8553
1451 1080 2468
96 67 6206
360 1607 5303
120 1257 4301
1484 271 3515
1332 914 9628
1566 935 5012
1372 1316 501
603 347 1568
706 333 3052
530 379 7248
393 1175 9443
1289 1034 5672
1260 1349 3749
550 268 4880
602 1587 4916
386 935 1672
1358 287 3988
1480 1034 5564
409 551 9170
1219 787 8608
1322 228 4757
700 208 9068
1485 266 2975
526 913 1205
1593 627 364
458 1143 6813
533 1390 152
563 511 6931
1272 1209 7686
1359 918 7322
503 1454 5601
1310 1264 1432
1118 1278 119
1612 405 5960
776 329 8823
914 784 4687
491 675 2212
743 1501 4601
177 1101 7069
220 239 9020
1358 650 4053
284 78 1611
407 902 3716
163 1385 1412
1487 456 2284
1376 1546 1245
292 394 9968
880 599 8792
1295 289 3281
373 704 8955
1548 1209 8070
197 735 8086
242 465 8071
1163 301 999
658 1252 8073
253 143 6009
6 62 5267
883 101 8704
602 1177 6897
1372 863 3884
1400 1164 3338
123 321 859
326 153 7878
492 668 866
1025 639 9430
482 64 5097
247 1126 2552
1305 1347 360
1428 1553 3119
9 1551 1547
327 1491 7367
482 569 4632
722 533 7655
354 942 3799
1278 334 7181
1421 167 3730
611 1368 4692
736 68 9090
1351 909 6660
210 789 9737
640 280 923
1120 131 8288
1175 716 8973
617 584 4697
632 676 2809
23 452 1381
379 642 2774
122 701 8606
1169 806 1228
1047 878 3888
1563 1319 6821
1540 470 7012
1191 160 8023
230 1461 5028
1578 1189 7947
1066 567 9859
1373 738 2212
1415 216 260
924 483 4364
389 1531 7641
1366 1383 1638
1123 892 73
1518 1368 3930
727 357 863
329 665 1021
546 1179 1586
1577 1446 2638
186 1312 8869
829 769 5720
324 504 9851
607 850 998
1176 1591 2786
353 752 7152
818 163 9420
954 1280 638
101 1391 3614
801 994 9729
120 1180 1755
1023 615 4651
839 19 9644
609 461 6974
149 1434 9812
796 661 1523
1536 780 129
411 1056 657
35 28 3758
1550 847 6585
874 1346 4055
1246 446 74
1194 1073 1709
909 921 3897
569 308 979
592 303 9378
1425 1518 3025
363 1548 5486
383 638 1428
69 49 1494
704 175 1967
937 1505 8069
886 396 5518
416 282 4165
875 1520 7711
604 1256 2589
856 1000 2304
1160 76 2626
1028 588 545
1481 1543 9674
129 1378 3390
1280 591 6151
290 704 6256
1045 1502 9699
594 1464 7103
1126 1260 982
51 581 6507
513 371 158
1289 1086 8945
1564 1590 6623
831 1230 9778
384 1136 5168
825 1552 2865
422 1475 4578
715 551 4203
370 337 9071
1604 635 2207
1333 1009 5692
1416 1338 8658
824 1331 8885
1512 415 7866
686 116 271
1011 1150 1465
530 698 3317
1072 539 9990
1269 726 5546
1102 501 2575
920 912 9730
641 1400 9638
1139 28 5545
243 1248 7126
205 296 4122
597 1022 2684
836 1248 1770
1231 1282 4727
1135 228 7713
1418 1335 9005
432 1248 4165
412 863 6998
385 1517 2801
1560 280 8196
738 846 9313
33 119 7670
1592 510 2483
715 96 1978
369 1265 357
1374 1331 9395
122 831 4945
554 1196 5404
215 1549 3075
1557 40 3196
951 59 3630
931 868 1001
1085 814 6773
1597 980 614
743 926 6161
190 456 8016
275 1556 6048
964 1480 2691
1209 753 7582
202 1469 2617
1438 151 1275
1614 1375 7676
636 1352 4503
1022 1578 9878
960 1568 8527
1170 137 8161
1056 819 6840
651 1225 6025
150 259 9065
331 644 1465
1373 490 5067
192 243 1889
1289 555 9598
459 50 678
53 431 3458
1060 23 8295
152 814 934
852 350 6320
518 1172 9856
528 917 7320
620 655 9204
824 1260 1841
1309 1571 6232
1042 404 9148
319 1410 7556
942 1018 7616
430 524 3695
1294 548 8192
1527 767 3797
1139 928 8091
1402 45 2747
23 982 6334
579 361 5583
1444 1529 8646
833 1103 5399
801 1361 7072
1265 253 1826
939 421 6500
1325 377 7119
6 181 9098
318 1580 255
243 1342 5655
421 1455 3538
48 800 3503
501 667 2578
619 119 573
783 893 5782
1586 713 9138
841 342 3312
313 747 4511
92 701 54
12 843 5498
510 1549 9034
432 404 541
692 944 8224
983 1306 6933
1462 1215 636
275 1515 5731
397 690 411
1418 1454 2119
333 57 5298
738 766 9046
670 1539 9696
515 1042 9182
1151 1005 6150
1447 1129 5998
1072 323 8500
725 670 2779
180 1023 8038
1245 722 1395
1307 1177 5596
1142 766 3598
39 749 7407
772 53 4210
1062 1165 211
834 1067 7989
1604 53 8114
610 1241 9073
1014 1427 3649
1176 185 4211
1087 195 2563
1351 935 7816
1445 1186 5467
621 204 4548
1329 139 8304
77 802 8606
927 20 8738
1465 770 5687
1107 573 8831
595 1485 4933
793 263 2463
1086 41 365
306 847 7684
1273 1367 6820
168 487 602
651 188 1532
218 1219 5606
1020 547 1324
899 1505 7816
355 539 3121
1361 855 1336
724 165 5352
372 1162 1471
598 334 3451
575 95 9149
18 920 1480
827 1093 5727
1133 161 2708
299 1439 1495
677 651 8440
826 296 1402
549 1151 2943
637 157 3583
63 1187 2435
1506 1377 6750
645 238 8480
497 65 8934
867 721 3200
1401 1329 612
1330 1575 2706
1452 472 4413
1101 1047 4547
1198 513 3473
181 867 2522
969 322 1218
384 794 6513
1533 255 7236
1325 606 5342
154 382 8508
229 630 8196
903 959 230
1436 159 9594
359 1382 4343
1507 347 9596
60 817 1506
1149 1003 9223
315 575 578
892 745 4944
1616 617 7732
738 1237 6789
926 316 4202
1232 357 7725
386 508 3003
321 1474 7268
1241 296 5656
860 287 8566
657 1301 7181
918 420 4082
923 13 5172
261 139 4711
816 310 1755
712 299 716
1427 224 5198
1448 1596 5968
284 714 1900
880 482 6915
815 1071 1173
1017 1445 1910
9 537 7171
933 1547 5463
446 1090 1333
1137 1257 1363
413 493 5145
370 686 7023
552 848 9296
188 606 3468
1059 225 8763
178 448 5758
68 1391 5747
1547 440 9166
432 733 99
239 1099 5453
1028 1505 2950
804 974 1946
1346 1447 9708
1172 813 1890
1138 419 3411
618 368 5099
802 491 92
362 511 856
413 1090 8455
156 723 4641
1480 591 131
403 534 2826
359 147 2340
52 441 572
1131 1592 7141
1036 1471 6867
879 1112 4364
1014 256 449
544 1037 3290
432 1059 571
471 738 3654
910 658 4036
1066 28 8738
499 68 3409
227 1431 1515
785 1608 8171
200 207 9134
779 1130 150
614 1195 384
839 308 6286
827 767 9661
927 1524 3458
1364 1605 5975
47 1584 9622
1197 1615 9937
1317 4 3034
1323 180 7661
1252 403 259
547 501 8037
1124 681 6745
473 643 78
1433 553 5464
852 113 2080
688 374 8616
755 692 5644
365 1341 3008
288 918 1224
1359 250 7357
1490 1209 5505
1453 261 1661
172 811 6396
1591 1350 3362
1131 1270 2948
1242 854 3890
858 593 5948
803 1412 637
796 172 2479
1123 508 606
1547 1142 5167
611 765 2898
677 773 84
385 403 2738
1006 995 4316
1406 1225 794
1261 41 4495
1260 687 2653
597 1222 1004
1471 1118 7208
1002 752 7877
441 1360 4694
1413 1455 7107
787 447 5195
1283 1234 8068
502 671 509
1046 478 1134
20 1276 5586
1136 588 3223
1337 1079 1622
969 1493 1786
170 317 1924
1267 929 48
86 632 2554
482 103 6451
737 741 7390
936 1375 2908
1240 763 8009
301 685 624
654 695 3233
810 194 9143
1428 726 7170
1324 593 211
842 1061 4702
781 225 6083
154 1017 8670
640 975 9608
325 932 3391
1228 1260 2672
519 797 7510
658 1434 2407
1014 1168 4297
1115 72 1519
1320 636 7533
1488 545 7533
1341 1499 5937
1330 364 9606
1302 280 9673
604 643 1724
946 238 5333
196 1160 8473
131 1350 6577
160 1412 624
417 284 4310
490 672 6539
517 1080 3763
551 1311 3371
1422 405 4623
1597 840 1878
636 665 3056
1594 795 4093
1222 685 6835
1047 1446 9397
672 638 1044
732 598 125
209 573 5427
273 1105 1971
300 369 3011
641 843 8290
710 1546 6831
853 1539 6144
127 508 4987
1293 1058 7656
425 1086 5670
844 578 9264
1595 357 9620
1031 190 9024
779 686 3435
1380 1042 8876
834 26 4367
1284 330 7944
1432 1199 8081
1515 1479 7705
928 506 1088
233 1009 5243
414 128 6708
348 1051 5599
116 705 8933
1463 577 388
799 48 1842
1354 290 3646
1502 1048 5299
586 736 932
336 521 6293
78 796 5129
16 398 7564
855 728 1730
1557 1484 6891
387 372 8763
460 859 5633
851 723 7981
829 798 8302
577 819 1583
1342 24 5478
812 1131 5658
873 430 4089
992 1441 4038
179 297 4530
749 1226 8053
242 721 780
11 879 9779
388 1483 6643
1335 113 2156
1196 1161 4021
1468 1321 9677
929 186 719
821 999 3854
1428 1334 1032
908 402 1185
344 272 7405
1151 1288 1532
611 825 861
842 159 9744
1052 308 6410
1139 625 3501
1008 161 8851
697 489 22
885 704 8743
1334 1444 4610
1272 625 6383
897 415 6048
752 730 1585
1175 180 4944
1576 1103 6762
536 696 9813
1385 449 2458
339 489 8785
346 625 6479
1212 501 9126
633 1290 4778
58 596 7862
669 526 4509
187 873 1360
263 1510 572
177 755 5219
790 934 2275
230 385 8810
1035 1322 5030
819 348 1965
528 932 801
331 1555 1646
510 1220 6030
20 777 8463
91 1488 1391
835 713 1223
111 863 5109
811 991 8249
839 326 7018
219 735 157
554 1306 2275
488 290 2460
1452 907 3110
484 1139 3106
507 655 2799
904 865 9894
1454 1167 3259
1189 1044 5351
479 684 8602
1265 1450 5842
1527 163 8902
1135 1412 6206
447 1021 1968
233 1294 4344
1440 1188 1045
9 319 2643
78 1551 708
929 492 7515
1110 67 1872
414 944 8810
78 621 292
84 1252 3471
44 682 2696
533 1428 7644
1169 1069 3130
1560 29 3248
745 815 2867
688 758 9801
525 250 5945
1064 1123 7372
410 1581 5183
395 219 708
354 1061 54
803 600 2682
1007 1254 1697
1501 247 2601
470 295 2583
1286 477 309
1528 1561 4777
1221 652 4588
1019 326 1936
1400 1305 2073
1064 288 7556
249 909 4001
116 68 8455
411 918 9257
888 512 8107
90 591 3008
29 360 4178
782 1563 7137
1059 1099 7045
406 1237 7841
237 1043 5700
124 824 3317
626 243 8334
1087 1054 6586
217 1312 1320
39 1421 1753
1187 1173 7687
1075 1326 7768
1584 712 3017
598 1375 4968
848 39 4329
576 482 7504
1350 1352 824
125 1353 5041
1007 522 52
859 1420 1142
688 421 8621
194 805 7265
1010 855 4366
1611 79 5506
76 211 9109
957 1320 2732
887 99 6726
1438 1613 9545
173 663 6799
612 379 6593
292 789 4639
1383 1459 2410
592 352 6099
256 5 6398
644 270 7498
1506 1025 8748
1592 1035 6168
1368 293 1738
556 134 4749
518 737 168
1610 1407 2450
803 328 5635
1120 83 1137
643 556 1029
119 363 7574
459 1589 4157
299 318 5577
435 885 5362
1586 1341 8551
747 1367 5197
1351 1146 2792
487 392 3605
1316 1478 1252
504 55 2803
877 899 1059
745 302 7831
452 565 5852
299 712 8197
1547 555 4412
276 1246 7647
235 324 845
794 1022 8644
1457 1431 3455
318 1359 4079
466 657 561
1223 1317 6752
993 1001 1398
1285 1070 666
154 1071 8999
679 111 1144
545 183 7268
168 57 6174
637 1453 9846
159 901 5774
357 1536 4984
420 376 1403
637 687 2835
996 1439 7561
976 1401 941
1160 151 7878
562 292 3568
1189 648 7154
1030 285 5888
544 1612 7373
1387 394 4413
1460 658 8064
1240 1073 8862
1567 571 9010
841 820 6703
1220 50 6354
230 1001 5609
1039 538 1663
1615 569 3160
445 1137 3554
1087 188 6923
1314 474 6531
1585 1232 9130
567 6 9765
1457 1385 5452
677 857 7895
1341 31 5531
590 1330 8333
496 4 8826
1007 337 502
1139 857 8192
709 802 526
457 292 8907
1578 900 8873
818 254 7985
982 554 3535
1444 1303 3399
1126 661 3848
1346 225 2036
193 519 202
80 206 9365
1401 1423 3939
1048 887 4690
1273 789 480
726 636 318
604 1305 3610
1511 62 359
724 665 2523
1204 843 8118
70 211 3949
436 671 9923
433 683 9312
835 1413 8648
3 1117 3412
1080 20 7016
1013 935 7616
27 1223 401
1029 588 9958
498 387 8267
1547 1341 6858
1106 1250 6232
140 1057 932
794 542 5131
1084 837 439
1534 611 2081
361 1226 4392
206 746 8204
568 1293 5969
64 1104 7888
900 776 9644
189 526 4142
953 1460 747
1187 1009 3396
1202 549 9482
799 1218 3133
866 468 7370
1169 533 5801
498 950 8786
361 813 1550
475 16 5858
427 215 4716
400 81 5340
587 298 6099
451 505 9288
1419 471 1023
1567 1184 4670
286 1079 1494
1051 231 8245
555 1026 1234
267 1085 5078
351 617 6635
1127 385 8488
325 578 1570
587 1250 1010
692 836 9951
1223 265 6825
23 603 3319
706 716 6693
1496 656 9267
1485 96 6225
902 484 6265
497 957 3530
80 428 2414
543 142 9015
808 1268 9167
172 1562 6002
494 103 9594
320 1435 3039
186 718 7826
344 1580 9152
619 1359 1931
1015 1292 8173
1502 1045 5922
647 438 4924
144 622 7172
1034 635 7334
497 1302 6433
1220 1128 5962
1448 346 516
1252 716 7682
658 1092 2535
1123 1519 8063
1401 773 9104
165 268 875
57 202 738
295 172 1347
1002 632 6821
526 1457 9535
337 1531 6181
239 1384 6027
79 1119 5295
1526 1258 2955
978 412 2536
733 519 6451
690 1333 66
605 864 5251
844 1111 1656
151 1284 1577
900 1010 5350
1080 1164 9856
885 711 7895
186 155 1396
1002 1278 1235
663 1217 6982
1490 675 6264
1176 1400 6252
66 359 4280
577 708 3131
1491 885 8768
1314 1335 1705
1211 1206 9623
1421 843 7762
76 1062 4182
1424 1470 7988
1043 233 6405
1184 343 171
1210 1399 6984
958 1213 3664
1587 814 6097
187 841 463
389 958 9141
411 966 1073
1403 1420 8270
1506 248 562
502 1304 7105
1344 59 1612
976 728 8390
1576 1170 6389
477 416 9890
826 733 7890
502 1514 9302
964 759 5666
1404 87 4731
1317 525 7730
391 1025 4349
1238 1 851
898 404 6193
1118 1344 8300
134 239 6656
581 921 6380
470 764 5527
503 962 3720
659 996 8720
1224 714 7412
1387 1213 1432
883 825 3536
1502 464 245
1057 133 5838
470 161 6683
1078 973 8876
927 1568 6526
1547 1194 5127
1422 1382 8455
976 1315 2075
481 1459 5605
399 292 3444
554 408 9909
546 468 3389
559 1596 271
928 1345 6796
259 693 855
1164 663 8099
1104 981 4195
1273 186 225
1470 654 7565
968 201 6915
1216 1173 5479
1116 1309 5799
519 1512 9824
436 748 4209
668 779 4389
1016 509 3186
674 202 7023
1263 386 4619
163 1607 9738
81 392 162
633 143 5780
1008 495 482
1294 1372 2811
29 279 3097
137 1444 2919
522 301 6099
815 1598 6818
244 1502 828
1214 22 9259
669 900 5011
1185 1455 584
1324 1595 9533
1412 1411 1600
1470 1070 3405
1610 1326 8097
205 1424 2882
673 54 5857
1327 632 7570
22 1332 1893
1315 403 9093
1522 1386 9733
1149 1240 8347
539 416 8029
426 773 1308
369 376 2391
1304 878 2019
479 546 3377
836 1232 9841
702 1044 9676
648 67 5323
1192 142 6945
1384 52 3023
920 23 4040
310 640 9158
1194 350 7826
1352 542 6609
1168 626 7959
1350 53 5044
1192 603 5044
996 1302 7217
240 359 2927
919 668 2755
1025 1058 6235
269 771 7670
908 1356 7759
7 228 3656
1150 1016 1890
1297 1171 1020
1342 43 5913
509 453 7517
676 218 8571
973 1142 5159
1488 216 1980
1138 1214 710
1028 536 5360
1229 108 5616
351 719 2552
937 987 9545
570 520 2786
771 1214 5598
311 1408 9657
1490 788 4609
1311 884 7126
213 310 3951
396 546 594
794 566 8527
1455 498 711
619 778 5104
147 1485 3101
901 1478 9745
649 1229 2252
1404 1282 7197
218 1199 38
999 1576 7010
616 340 2133
653 310 3166
1570 1560 3764
602 281 4873
448 1192 1160
1285 1137 4890
1508 742 3578
94 789 2146
1107 715 5754
144 627 6380
552 1293 1086
1201 960 5231
256 1356 784
666 609 295
1449 910 2364
157 322 7073
27 1070 2723
1403 438 5322
989 249 3127
437 538 5966
289 1451 4143
181 931 1899
997 1157 6815
179 745 3249
1476 210 2657
102 114 843
1550 1337 7550
326 554 5030
1379 1573 479
1517 767 6640
1336 521 6872
91 572 605
440 870 58
1027 1259 2644
580 506 3235
237 1231 5695
180 1375 2208
584 1374 5407
1086 863 1087
1541 14 1351
1153 590 6228
355 254 9505
1387 766 62
437 95 8682
94 1248 8362
195 210 1466
123 44 5066
1233 244 1886
1513 1043 9950
60 366 9680
1614 876 6099
32 378 644
14 1111 1565
1612 1070 2029
914 834 5284
724 336 7635
1399 280 8979
351 1210 6865
442 1156 9971
1020 1482 5127
1194 1005 5324
1483 500 7434
736 1048 8412
1539 459 8316
1037 1248 9789
1369 475 8771
321 54 4602
1184 993 5843
682 1137 4251
1488 1268 912
81 977 3530
28 677 1978
483 804 8466
1220 912 351
932 1444 9018
1304 667 9180
1558 1012 8654
1130 735 9802
909 452 9916
209 1483 6241
1119 954 1162
217 149 775
413 682 5725
734 1097 3927
560 253 3762
1086 1215 513
1037 1169 1815
6 699 2998
67 238 7277
1289 189 8272
349 255 7461
457 1017 168
253 853 3825
1329 1029 6843
1341 354 3890
1555 1058 8402
1124 1475 8205
276 1534 1549
55 920 627
1403 1402 6041
931 1473 8704
744 1517 8495
199 5 97
656 406 9271
1242 1350 2720
820 932 8516
827 1326 3136
1457 1053 7937
1382 864 2720
338 425 7400
1283 621 4570
1295 643 1742
653 250 3339
1376 842 1437
466 1272 6314
79 1468 8083
173 487 904
64 1289 6593
614 750 849
340 79 4598
1303 573 6111
254 754 5553
695 278 3090
605 1046 2546
1469 825 7117
1257 1450 691
819 1070 1670
408 727 962
350 1257 116
1347 1276 6110
65 1301 4983
1074 1309 8144
114 1511 4086
524 873 2906
1343 761 226
22 136 8766
953 355 7041
1092 1538 4539
257 870 5547
1462 574 82
696 1069 1895
413 551 4611
732 1578 7267
1545 236 5905
1422 1336 1961
1478 10 4452
365 369 1460
339 553 3889
1157 990 8330
1222 31 1984
848 1515 9448
660 23 6834
975 543 8748
1023 764 5577
434 961 2569
709 795 6840
1389 519 9081
151 174 3665
255 663 8848
874 752 7451
683 706 5583
470 433 8225
115 1182 3522
676 1283 1909
793 1309 9941
1512 1210 4194
506 379 3434
335 1283 1053
301 1311 5238
214 993 591
49 839 4490
1293 852 5180
155 1321 9977
55 321 3443
31 909 7835
257 574 5112
594 1545 2431
762 565 7603
1146 1127 8164
1287 1445 5147
1240 706 4183
1393 148 3776
314 1098 8054
509 773 4821
1486 1320 6949
138 1296 3358
291 1176 3591
16 50 378
953 1237 7381
1238 1484 6153
855 699 4144
994 433 6936
1264 1091 9106
302 1068 4174
382 1473 401
1281 1368 7727
1459 446 3049
94 1365 3448
1380 1066 2680
1208 623 9632
55 611 1245
1037 229 8360
1165 1018 9806
1603 594 8262
239 1211 819
1106 1200 8015
808 472 8609
209 411 1385
604 416 6648
1386 146 6210
1508 980 1569
1496 523 3261
1085 1229 8707
1522 1052 8666
646 136 7956
1508 782 9879
349 995 1438
1188 1590 2577
1289 254 3673
103 147 8457
102 1185 3083
301 7 8046
1379 1336 282
1562 1478 1599
1331 527 9818
956 579 1692
431 1270 7651
1533 457 8038
747 498 5356
852 26 2286
244 350 5753
1405 228 6059
1167 1403 5210
366 1491 9363
1320 1429 6780
451 1022 4631
470 598 929
1105 1165 4283
1068 165 8781
331 1492 4718
1435 1206 1007
656 1258 9216
291 916 8958
1572 357 5291
431 1298 3232
416 855 737
1319 1568 4035
985 833 8212
993 267 2196
834 69 6012
596 1559 1764
148 1472 5239
1170 863 1777
491 641 4365
210 502 4599
931 1523 8650
459 397 4561
560 716 3630
639 1612 246
394 96 6117
1206 1120 9879
700 773 3637
194 814 7097
1124 408 4524
700 121 8928
1528 737 3442
1441 9 2694
1133 482 3966
291 1302 4242
380 1150 9600
1418 1049 7459
478 541 2475
153 155 214
590 1339 2338
799 874 7785
685
1249 807
309 22
1517 765
88 944
1074 396
464 206
1334 1195
337 887
1288 61
576 809
655 1498
1582 113
1067 1233
944 914
988 597
1578 1497
1486 402
631 254
1162 1091
949 502
1269 1197
14 1173
775 917
827 499
934 975
219 1058
364 1417
349 1457
398 1360
69 795
1167 1570
415 602
967 1216
1123 87
1378 1187
72 1063
1415 558
1046 628
481 885
359 418
1429 1234
682 759
473 1497
728 395
353 318
1506 514
297 28
1149 283
1319 115
1424 867
1581 292
517 566
49 1592
485 891
333 739
924 1080
1155 1236
521 910
1026 740
1448 712
996 923
73 1229
1543 295
1315 456
584 50
781 1206
1050 537
563 706
1166 1043
870 114
398 859
1054 419
225 1356
537 742
804 866
617 130
502 296
1362 1187
947 1118
740 179
405 430
575 250
1369 552
270 829
180 58
1130 532
1489 1331
416 1341
324 1384
129 1139
157 1498
321 944
779 639
115 961
603 695
537 930
1368 1259
1458 1486
125 1521
1187 214
1278 387
728 576
195 418
1238 580
102 1380
1237 1414
1355 658
2 1342
1353 854
1559 795
1270 1359
448 884
200 1131
84 322
1486 695
135 185
1459 414
1319 1538
1410 521
953 52
843 526
121 226
1295 420
414 1328
1097 1069
841 232
1054 789
1120 88
331 33
1248 141
1011 1576
944 22
571 839
922 1186
726 177
679 1097
1365 455
132 781
997 1421
664 175
687 1249
759 34
487 1111
1106 452
1208 274
92 259
1056 994
147 908
1278 1132
254 839
106 564
1436 474
1515 1225
866 1442
368 637
1271 1223
883 181
574 1509
872 792
399 359
1436 998
1191 901
485 301
931 476
1540 1161
881 1088
1575 1391
1552 1500
723 32
194 1060
353 936
469 441
202 687
518 1494
1293 1480
810 17
49 675
774 1214
1486 560
1425 1243
277 1289
355 98
27 819
591 148
1083 808
964 346
1252 1112
254 1385
826 605
1255 231
802 848
405 693
1540 972
887 1308
1042 896
1545 171
95 1326
1121 923
535 229
802 377
701 483
163 1205
561 317
706 909
766 929
1196 658
610 1179
1608 1574
693 1435
885 579
1022 865
342 220
739 846
1507 1119
724 304
1254 702
1269 203
914 1469
252 42
73 35
34 1486
417 1434
980 56
532 1463
316 1557
1369 1156
621 36
527 940
1557 308
1102 237
290 914
470 619
32 701
954 1219
1366 1258
1154 170
987 1432
1581 1024
1021 1137
622 1218
268 1415
1118 1410
897 396
1058 715
217 2
408 289
888 839
816 849
1339 1109
514 995
956 1217
1242 708
491 1217
1059 1039
1478 702
531 831
933 1312
778 621
906 595
1483 345
1001 325
1448 1226
61 952
912 483
664 596
1268 604
1615 770
778 692
579 147
70 968
1198 936
192 945
534 447
1490 420
42 860
1183 197
510 1580
662 203
1462 818
1383 1364
784 162
1404 1063
1451 1391
1080 1056
453 1315
1562 47
529 1555
888 528
538 1604
227 473
478 592
1251 1042
886 559
506 96
1527 818
1311 1368
650 1018
657 103
581 1415
1084 574
125 1322
509 1158
1165 914
1007 1055
308 143
907 1550
1364 184
918 208
1296 781
436 768
1590 1098
1541 536
1560 230
107 640
122 937
1337 515
1147 1152
121 558
517 743
1524 1284
1041 837
1029 493
1434 1496
761 601
883 1508
140 965
456 978
689 978
342 1582
413 1359
1298 981
402 1611
779 1206
346 426
328 1009
1208 525
1091 448
75 829
1262 426
377 1108
1077 362
903 1047
1535 475
505 595
184 379
972 1149
814 1507
1201 1117
128 1271
1588 1569
213 686
1138 805
452 662
876 319
1512 1273
1153 182
1490 428
438 1348
884 672
267 416
1428 560
638 1467
781 82
655 1003
97 1253
100 744
285 1242
268 356
245 1337
716 1323
574 654
631 1380
1084 1192
1220 211
224 597
919 1524
545 901
1003 1281
336 69
879 766
794 340
799 918
1435 1333
1287 1504
367 421
368 288
586 72
1180 446
1525 1558
1161 183
1012 1125
410 1469
1384 15
1026 950
548 494
1272 1267
172 513
694 946
1600 269
902 391
479 1239
1481 1036
1614 903
646 487
82 808
1230 1289
1374 1246
956 392
1354 665
29 25
1006 1120
1102 386
422 575
1345 1575
1209 1305
653 252
521 1509
1208 132
193 80
764 943
1085 1502
1388 1061
389 544
1124 1385
45 1043
760 1391
485 641
411 303
184 988
483 156
521 1353
1102 1240
176 1382
1466 1410
826 1351
1255 1568
1308 534
829 1252
1199 66
89 1526
952 803
687 1521
1165 657
538 1414
994 1251
971 498
804 1484
1074 1307
753 803
373 1039
929 1550
1524 927
1359 1578
1016 1288
898 564
798 1203
1332 1215
1554 1076
340 105
275 245
1334 639
450 49
89 1279
936 1135
628 1529
37 483
383 1487
1011 1444
164 1233
327 718
1473 220
1236 59
707 698
1442 460
1325 786
1554 1352
1008 1324
1540 1474
462 859
293 784
721 484
1269 1406
1262 27
1216 553
746 826
1070 158
487 322
1097 361
327 1567
654 1262
1608 244
952 929
1126 827
751 683
53 1440
131 1354
915 617
326 294
496 1258
1586 437
981 771
852 1100
629 1372
514 1029
62 1108
1215 553
377 1592
1151 833
438 261
1600 772
1614 1042
1525 74
220 485
783 1045
589 1323
774 745
1362 112
1044 287
877 598
1304 1368
780 191
285 1499
950 547
1194 1148
335 1117
981 62
856 1350
15 1492
415 246
1057 677
1268 1346
621 1525
893 1061
292 548
535 1045
1359 228
916 252
1170 1190
1367 80
183 29
63 1054
125 506
366 465
784 23
1119 1282
551 1357
1341 678
87 1121
1188 642
1048 18
1258 1339
380 711
317 93
378 1214
1359 141
1251 787
156 1038
838 1386
1194 119
1451 619
269 729
1479 741
926 977
1308 751
1010 1162
699 290
1498 1522
336 420
699 23
1276 573
503 158
897 561
354 1133
364 325
308 182
222 1339
1214 1598
654 999
149 399
1182 725
1582 962
642 1579
1410 595
1437 195
1431 1183
504 857
1022 1282
122 62
760 1239
1334 46
1231 1187
936 902
1573 1159
1609 1275
231 1310
339 411
884 672
792 1470
1499 910
421 1136
640 1343
987 451
199 722
156 1339
1445 1163
60 153
247 1580
1341 1374
403 52
1363 81
1451 38
25 232
1288 1453
415 904
1614 633
923 905
135 105
835 419
1562 1324
491 746
386 367
1076 453
1008 1468
957 153
975 1090
101 1029
580 1019
626 61
859 1507
133 421
1006 218
319 239
99 821
1118 428
607 857
465 1049
1177 1039
112 668
1559 320
21 895
115 1262
300 193
343 1229
542 222
1482 637
556 409
1218 49
